date,SAH_Open,SAH_High,SAH_Low,SAH_Close,SAH_Volume,SAH_Dividends,SAH_Stock Splits
1997-12-23 00:00:00+00:00,5.0625,5.0625,4.6875,3.613959789276123,54200,0.0,
1997-12-24 00:00:00+00:00,4.84375,4.875,4.6875,3.521294116973877,123000,0.0,
1997-12-26 00:00:00+00:00,4.75,4.75,4.75,3.521294116973877,13600,0.0,
1997-12-29 00:00:00+00:00,4.75,4.875,4.75,3.613959789276123,103800,0.0,
1997-12-30 00:00:00+00:00,4.875,4.96875,4.8125,3.613959789276123,83000,0.0,
1997-12-31 00:00:00+00:00,4.90625,5.0,4.8125,3.567626476287842,131400,0.0,
1998-01-02 00:00:00+00:00,4.84375,4.875,4.84375,3.613959789276123,18000,0.0,
1998-01-05 00:00:00+00:00,4.9375,5.25,4.9375,3.8919577598571777,130200,0.0,
1998-01-06 00:00:00+00:00,5.375,5.375,5.03125,3.7992911338806152,48200,0.0,
1998-01-07 00:00:00+00:00,5.25,5.5,5.25,4.030957221984863,134600,0.0,
1998-01-08 00:00:00+00:00,5.875,5.96875,5.65625,4.193120956420898,181000,0.0,
1998-01-09 00:00:00+00:00,5.65625,5.78125,5.5,4.216287612915039,69600,0.0,
1998-01-12 00:00:00+00:00,5.5625,5.75,5.4375,4.262618541717529,108000,0.0,
1998-01-13 00:00:00+00:00,5.8125,6.0,5.75,4.447950839996338,98600,0.0,
1998-01-14 00:00:00+00:00,6.0,6.5,5.8125,4.725948810577393,665200,0.0,
1998-01-15 00:00:00+00:00,6.3125,6.3125,6.0625,4.633281230926514,151000,0.0,
1998-01-16 00:00:00+00:00,6.1875,6.1875,6.0625,4.540617942810059,96000,0.0,
1998-01-20 00:00:00+00:00,6.0625,6.0625,5.9375,4.4016194343566895,42600,0.0,
1998-01-21 00:00:00+00:00,6.0,6.0,5.71875,4.355283737182617,43400,0.0,
1998-01-22 00:00:00+00:00,5.9375,6.0,5.75,4.447950839996338,90200,0.0,
1998-01-23 00:00:00+00:00,5.9375,5.9375,5.8125,4.308953285217285,23600,0.0,
1998-01-26 00:00:00+00:00,5.8125,5.8125,5.75,4.308953285217285,17400,0.0,
1998-01-27 00:00:00+00:00,5.8125,5.9375,5.8125,4.4016194343566895,51200,0.0,
1998-01-28 00:00:00+00:00,5.875,6.0625,5.875,4.471118927001953,177000,0.0,
1998-01-29 00:00:00+00:00,6.0,6.25,5.96875,4.517449378967285,208800,0.0,
1998-01-30 00:00:00+00:00,6.03125,6.03125,5.90625,4.378451824188232,54000,0.0,
1998-02-02 00:00:00+00:00,5.96875,6.09375,5.96875,4.447950839996338,49800,0.0,
1998-02-03 00:00:00+00:00,6.0625,6.15625,5.96875,4.447950839996338,69400,0.0,
1998-02-04 00:00:00+00:00,6.0,6.0,5.875,4.378451824188232,53000,0.0,
1998-02-05 00:00:00+00:00,5.96875,6.0,5.90625,4.447950839996338,219200,0.0,
1998-02-06 00:00:00+00:00,6.0,6.0,5.90625,4.378451824188232,12200,0.0,
1998-02-09 00:00:00+00:00,5.96875,6.125,5.96875,4.471118927001953,115000,0.0,
1998-02-10 00:00:00+00:00,6.0625,6.125,6.0,4.447950839996338,47800,0.0,
1998-02-11 00:00:00+00:00,6.03125,6.0625,5.9375,4.4016194343566895,74000,0.0,
1998-02-12 00:00:00+00:00,5.9375,6.0,5.9375,4.447950839996338,14800,0.0,
1998-02-13 00:00:00+00:00,6.0,6.0,5.4375,4.077288627624512,95200,0.0,
1998-02-17 00:00:00+00:00,5.53125,5.71875,5.5,4.123623371124268,93200,0.0,
1998-02-18 00:00:00+00:00,5.5625,5.59375,5.46875,4.054121971130371,44600,0.0,
1998-02-19 00:00:00+00:00,5.40625,5.40625,5.25,3.938289880752564,67000,0.0,
1998-02-20 00:00:00+00:00,5.3125,5.5,5.3125,4.054121971130371,206000,0.0,
1998-02-23 00:00:00+00:00,5.46875,5.625,5.46875,4.123623371124268,190200,0.0,
1998-02-24 00:00:00+00:00,5.5625,5.875,5.53125,4.169953346252441,252000,0.0,
1998-02-25 00:00:00+00:00,5.625,5.8125,5.5,4.262618541717529,158400,0.0,
1998-02-26 00:00:00+00:00,5.75,5.9375,5.75,4.355283737182617,132000,0.0,
1998-02-27 00:00:00+00:00,5.84375,5.96875,5.84375,4.424784660339356,108600,0.0,
1998-03-02 00:00:00+00:00,5.90625,6.0,5.875,4.447950839996338,52400,0.0,
1998-03-03 00:00:00+00:00,6.0625,6.25,5.96875,4.517449378967285,114200,0.0,
1998-03-04 00:00:00+00:00,6.1875,6.25,6.0625,4.633281230926514,193600,0.0,
1998-03-05 00:00:00+00:00,6.1875,6.6875,6.1875,4.957612991333008,251400,0.0,
1998-03-06 00:00:00+00:00,6.6875,7.0,6.6875,5.142943382263184,205800,0.0,
1998-03-09 00:00:00+00:00,6.875,7.0,6.75,5.119777679443359,66400,0.0,
1998-03-10 00:00:00+00:00,6.96875,7.0,6.875,5.119777679443359,70000,0.0,
1998-03-11 00:00:00+00:00,6.90625,7.0,6.90625,5.189276218414307,78400,0.0,
1998-03-12 00:00:00+00:00,6.96875,6.96875,6.875,5.096611022949219,65800,0.0,
1998-03-13 00:00:00+00:00,6.8125,6.9375,6.8125,5.119777679443359,63200,0.0,
1998-03-16 00:00:00+00:00,6.875,7.0,6.875,5.16610860824585,49000,0.0,
1998-03-17 00:00:00+00:00,6.9375,7.0,6.84375,5.189276218414307,145200,0.0,
1998-03-18 00:00:00+00:00,6.96875,7.0625,6.90625,5.212444305419922,147800,0.0,
1998-03-19 00:00:00+00:00,7.0,7.34375,7.0,5.374606609344482,129800,0.0,
1998-03-20 00:00:00+00:00,7.34375,8.0625,7.3125,5.8611040115356445,169200,0.0,
1998-03-23 00:00:00+00:00,7.875,8.0625,7.46875,5.53677225112915,161000,0.0,
1998-03-24 00:00:00+00:00,7.5,7.75,7.4375,5.745269775390625,63800,0.0,
1998-03-25 00:00:00+00:00,8.0,8.3125,7.96875,6.000102519989014,284800,0.0,
1998-03-26 00:00:00+00:00,8.5,8.5,8.15625,6.208599090576172,211800,0.0,
1998-03-27 00:00:00+00:00,8.40625,8.40625,8.1875,6.185431957244873,82800,0.0,
1998-03-30 00:00:00+00:00,8.375,8.40625,8.25,6.13909912109375,38600,0.0,
1998-03-31 00:00:00+00:00,8.3125,8.71875,8.3125,6.393929481506348,60800,0.0,
1998-04-01 00:00:00+00:00,8.6875,8.875,8.59375,6.579259395599365,38000,0.0,
1998-04-02 00:00:00+00:00,8.875,9.0,8.84375,6.556095123291016,40200,0.0,
1998-04-03 00:00:00+00:00,8.8125,8.96875,8.34375,6.417097091674805,95400,0.0,
1998-04-06 00:00:00+00:00,8.59375,9.0,8.59375,6.579259395599365,109400,0.0,
1998-04-07 00:00:00+00:00,8.9375,8.9375,8.75,6.486597537994385,14800,0.0,
1998-04-08 00:00:00+00:00,8.6875,9.0,8.6875,6.671929359436035,43200,0.0,
1998-04-09 00:00:00+00:00,8.96875,9.0625,8.9375,6.625593185424805,47400,0.0,
1998-04-13 00:00:00+00:00,8.96875,8.96875,8.40625,6.2317657470703125,43400,0.0,
1998-04-14 00:00:00+00:00,8.40625,8.59375,8.40625,6.30126428604126,33000,0.0,
1998-04-15 00:00:00+00:00,8.5625,8.71875,8.5625,6.417097091674805,22000,0.0,
1998-04-16 00:00:00+00:00,8.625,8.6875,8.53125,6.324432373046875,72000,0.0,
1998-04-17 00:00:00+00:00,8.53125,8.5625,8.53125,6.324432373046875,7200,0.0,
1998-04-20 00:00:00+00:00,8.53125,8.5625,8.40625,6.2317657470703125,64200,0.0,
1998-04-21 00:00:00+00:00,8.46875,8.5,8.25,6.115933418273926,62800,0.0,
1998-04-22 00:00:00+00:00,8.25,8.3125,8.125,6.115933418273926,22000,0.0,
1998-04-23 00:00:00+00:00,8.25,8.53125,8.25,6.208599090576172,37000,0.0,
1998-04-24 00:00:00+00:00,8.46875,8.46875,8.28125,6.13909912109375,15800,0.0,
1998-04-27 00:00:00+00:00,8.15625,8.15625,7.625,5.698937892913818,25600,0.0,
1998-04-28 00:00:00+00:00,7.78125,8.21875,7.78125,6.0696001052856445,37400,0.0,
1998-04-29 00:00:00+00:00,8.3125,8.75,8.25,6.463428497314453,39400,0.0,
1998-04-30 00:00:00+00:00,8.75,8.75,8.5,6.486597537994385,36600,0.0,
1998-05-01 00:00:00+00:00,8.75,8.75,8.4375,6.25493049621582,26400,0.0,
1998-05-04 00:00:00+00:00,8.53125,8.625,8.53125,6.347596645355225,20800,0.0,
1998-05-05 00:00:00+00:00,8.6875,9.125,8.6875,6.648759841918945,70400,0.0,
1998-05-06 00:00:00+00:00,9.0,9.0625,8.9375,6.671929359436035,84400,0.0,
1998-05-07 00:00:00+00:00,9.03125,9.03125,8.9375,6.625593185424805,23600,0.0,
1998-05-08 00:00:00+00:00,9.0,9.0,8.9375,6.648759841918945,79400,0.0,
1998-05-11 00:00:00+00:00,9.0,9.0625,8.9375,6.625593185424805,253000,0.0,
1998-05-12 00:00:00+00:00,8.75,8.8125,8.65625,6.486597537994385,115600,0.0,
1998-05-13 00:00:00+00:00,8.65625,8.65625,8.40625,6.30126428604126,24800,0.0,
1998-05-14 00:00:00+00:00,8.5,8.6875,8.5,6.417097091674805,5600,0.0,
1998-05-15 00:00:00+00:00,8.65625,8.65625,8.65625,6.417097091674805,3800,0.0,
1998-05-18 00:00:00+00:00,8.5625,8.625,8.5625,6.370762825012207,110800,0.0,
1998-05-19 00:00:00+00:00,8.59375,8.6875,8.59375,6.440263271331787,10200,0.0,
1998-05-20 00:00:00+00:00,8.625,8.8125,8.625,6.532927989959717,6200,0.0,
1998-05-21 00:00:00+00:00,8.9375,9.0,8.875,6.602427005767822,20600,0.0,
1998-05-22 00:00:00+00:00,8.96875,9.0625,8.9375,6.718257427215576,61000,0.0,
1998-05-26 00:00:00+00:00,9.5625,9.625,9.3125,6.949923038482666,105400,0.0,
1998-05-27 00:00:00+00:00,9.375,9.375,8.78125,6.648759841918945,137200,0.0,
1998-05-28 00:00:00+00:00,8.96875,9.0,8.84375,6.579259395599365,11400,0.0,
1998-05-29 00:00:00+00:00,9.0,9.0625,8.875,6.625593185424805,371800,0.0,
1998-06-01 00:00:00+00:00,8.96875,9.0,8.8125,6.532927989959717,10600,0.0,
1998-06-02 00:00:00+00:00,8.875,8.875,8.65625,6.417097091674805,26400,0.0,
1998-06-03 00:00:00+00:00,8.6875,8.6875,8.1875,6.30126428604126,49000,0.0,
1998-06-04 00:00:00+00:00,7.6875,8.09375,7.6875,5.930600643157959,165400,0.0,
1998-06-05 00:00:00+00:00,8.0,8.0,7.96875,5.907435417175293,44800,0.0,
1998-06-08 00:00:00+00:00,8.03125,8.09375,7.875,5.976935386657715,17400,0.0,
1998-06-09 00:00:00+00:00,8.09375,8.5625,8.0,6.347596645355225,125600,0.0,
1998-06-10 00:00:00+00:00,8.625,8.8125,8.53125,6.370762825012207,36200,0.0,
1998-06-11 00:00:00+00:00,8.65625,8.75,8.46875,6.278098583221436,94800,0.0,
1998-06-12 00:00:00+00:00,8.46875,8.46875,8.46875,6.278098583221436,0,0.0,
1998-06-15 00:00:00+00:00,8.34375,8.34375,8.125,6.0696001052856445,11000,0.0,
1998-06-16 00:00:00+00:00,8.1875,8.40625,8.1875,6.2317657470703125,28400,0.0,
1998-06-17 00:00:00+00:00,8.46875,8.5,8.4375,6.25493049621582,9000,0.0,
1998-06-18 00:00:00+00:00,8.46875,8.5,8.40625,6.30126428604126,13400,0.0,
1998-06-19 00:00:00+00:00,8.4375,8.46875,8.40625,6.2317657470703125,1600,0.0,
1998-06-22 00:00:00+00:00,8.46875,8.5,8.4375,6.25493049621582,2800,0.0,
1998-06-23 00:00:00+00:00,8.46875,8.46875,8.34375,6.185431957244873,10200,0.0,
1998-06-24 00:00:00+00:00,8.40625,8.46875,8.21875,6.13909912109375,12800,0.0,
1998-06-25 00:00:00+00:00,8.3125,8.3125,8.21875,6.115933418273926,12000,0.0,
1998-06-26 00:00:00+00:00,8.1875,8.21875,8.125,6.092766761779785,6600,0.0,
1998-06-29 00:00:00+00:00,8.28125,8.4375,8.25,6.185431957244873,43800,0.0,
1998-06-30 00:00:00+00:00,8.4375,8.4375,8.1875,6.092766761779785,91200,0.0,
1998-07-01 00:00:00+00:00,8.21875,8.375,8.21875,6.115933418273926,65200,0.0,
1998-07-02 00:00:00+00:00,8.3125,8.3125,8.25,6.162264347076416,14200,0.0,
1998-07-06 00:00:00+00:00,8.25,8.34375,8.25,6.185431957244873,2200,0.0,
1998-07-07 00:00:00+00:00,8.4375,8.8125,8.4375,6.509759902954102,442600,0.0,
1998-07-08 00:00:00+00:00,8.84375,10.0625,8.8125,7.459584712982178,502600,0.0,
1998-07-09 00:00:00+00:00,10.0,10.0625,9.6875,7.227919578552246,204000,0.0,
1998-07-10 00:00:00+00:00,9.9375,10.75,9.9375,7.413252353668213,258800,0.0,
1998-07-13 00:00:00+00:00,10.0625,10.46875,10.03125,7.714414596557617,187400,0.0,
1998-07-14 00:00:00+00:00,10.46875,10.875,10.4375,7.969245910644531,541400,0.0,
1998-07-15 00:00:00+00:00,10.8125,11.71875,10.8125,8.548405647277832,544400,0.0,
1998-07-16 00:00:00+00:00,11.4375,11.5,10.53125,8.22407341003418,172600,0.0,
1998-07-17 00:00:00+00:00,11.09375,11.09375,11.0,8.154577255249023,24400,0.0,
1998-07-20 00:00:00+00:00,11.03125,11.0625,11.0,8.154577255249023,35600,0.0,
1998-07-21 00:00:00+00:00,11.25,11.25,11.0625,8.270406723022461,31000,0.0,
1998-07-22 00:00:00+00:00,11.1875,11.1875,11.0625,8.293577194213867,124400,0.0,
1998-07-23 00:00:00+00:00,11.1875,11.1875,10.9375,8.131409645080566,273200,0.0,
1998-07-24 00:00:00+00:00,10.96875,11.03125,10.9375,8.154577255249023,134000,0.0,
1998-07-27 00:00:00+00:00,11.0625,11.0625,11.0,8.154577255249023,30200,0.0,
1998-07-28 00:00:00+00:00,11.0625,11.125,10.5,7.807080745697021,88600,0.0,
1998-07-29 00:00:00+00:00,10.5,10.59375,10.15625,7.760747909545898,215800,0.0,
1998-07-30 00:00:00+00:00,10.515625,10.53125,10.5,7.807080745697021,27000,0.0,
1998-07-31 00:00:00+00:00,10.59375,10.625,10.53125,7.853407859802246,86400,0.0,
1998-08-03 00:00:00+00:00,10.59375,10.59375,9.75,7.320587635040283,70000,0.0,
1998-08-04 00:00:00+00:00,9.8125,9.8125,9.0,6.926755905151367,79800,0.0,
1998-08-05 00:00:00+00:00,9.25,9.53125,9.15625,7.065756320953369,178800,0.0,
1998-08-06 00:00:00+00:00,9.5,9.5625,8.9375,7.042588233947754,218800,0.0,
1998-08-07 00:00:00+00:00,9.4375,9.625,9.40625,7.065756320953369,67200,0.0,
1998-08-10 00:00:00+00:00,9.59375,9.84375,9.59375,7.227919578552246,111000,0.0,
1998-08-11 00:00:00+00:00,9.71875,11.125,9.65625,7.714414596557617,645200,0.0,
1998-08-12 00:00:00+00:00,10.40625,11.96875,10.40625,8.664236068725586,335200,0.0,
1998-08-13 00:00:00+00:00,11.6875,12.75,11.625,8.849569320678711,219000,0.0,
1998-08-14 00:00:00+00:00,12.0,12.0,11.5,8.594743728637695,142600,0.0,
1998-08-17 00:00:00+00:00,11.5625,11.5625,11.0625,8.47890853881836,15800,0.0,
1998-08-18 00:00:00+00:00,11.5,11.59375,11.46875,8.502076148986816,292000,0.0,
1998-08-19 00:00:00+00:00,11.5,11.5,11.40625,8.47890853881836,142800,0.0,
1998-08-20 00:00:00+00:00,11.4375,11.5625,11.4375,8.548405647277832,156000,0.0,
1998-08-21 00:00:00+00:00,11.5,11.5,11.375,8.432575225830078,100200,0.0,
1998-08-24 00:00:00+00:00,11.375,11.375,11.3125,8.409409523010254,120000,0.0,
1998-08-25 00:00:00+00:00,11.375,11.375,11.34375,8.409409523010254,42400,0.0,
1998-08-26 00:00:00+00:00,11.34375,11.375,11.25,8.432575225830078,22200,0.0,
1998-08-27 00:00:00+00:00,11.125,11.125,10.90625,8.085078239440918,19200,0.0,
1998-08-28 00:00:00+00:00,10.90625,10.90625,10.90625,8.085078239440918,0,0.0,
1998-08-31 00:00:00+00:00,10.875,10.875,9.125,6.83409309387207,240600,0.0,
1998-09-01 00:00:00+00:00,9.15625,9.21875,8.59375,6.671929359436035,351400,0.0,
1998-09-02 00:00:00+00:00,9.0,9.5,9.0,6.97309160232544,167200,0.0,
1998-09-03 00:00:00+00:00,9.34375,9.34375,9.15625,6.857257843017578,38000,0.0,
1998-09-04 00:00:00+00:00,9.15625,9.203125,8.8125,6.532927989959717,33600,0.0,
1998-09-08 00:00:00+00:00,8.875,8.9375,8.5,6.30126428604126,84000,0.0,
1998-09-09 00:00:00+00:00,8.5625,8.9375,8.5625,6.579259395599365,16600,0.0,
1998-09-10 00:00:00+00:00,8.875,8.875,8.8125,6.579259395599365,71200,0.0,
1998-09-11 00:00:00+00:00,8.875,8.96875,8.78125,6.532927989959717,85000,0.0,
1998-09-14 00:00:00+00:00,8.8125,9.5,8.75,6.97309160232544,94800,0.0,
1998-09-15 00:00:00+00:00,9.375,9.59375,9.34375,7.042588233947754,184200,0.0,
1998-09-16 00:00:00+00:00,9.5,9.5,9.25,6.857257843017578,51600,0.0,
1998-09-17 00:00:00+00:00,9.15625,9.15625,8.9375,6.648759841918945,37200,0.0,
1998-09-18 00:00:00+00:00,9.0,9.0,8.9375,6.625593185424805,79000,0.0,
1998-09-21 00:00:00+00:00,8.8125,8.8125,8.6875,6.509759902954102,33200,0.0,
1998-09-22 00:00:00+00:00,8.75,8.75,8.625,6.393929481506348,60200,0.0,
1998-09-23 00:00:00+00:00,8.71875,8.8125,8.71875,6.486597537994385,140200,0.0,
1998-09-24 00:00:00+00:00,8.75,9.0,8.75,6.486597537994385,344600,0.0,
1998-09-25 00:00:00+00:00,8.8125,9.0625,8.8125,6.579259395599365,12200,0.0,
1998-09-28 00:00:00+00:00,9.0,9.4375,9.0,6.996254920959473,49400,0.0,
1998-09-29 00:00:00+00:00,9.28125,10.0,9.28125,7.413252353668213,43600,0.0,
1998-09-30 00:00:00+00:00,10.0,10.0,9.875,7.343753814697266,71000,0.0,
1998-10-01 00:00:00+00:00,9.9375,10.34375,9.875,7.436420440673828,186800,0.0,
1998-10-02 00:00:00+00:00,10.125,10.125,9.75,7.227919578552246,59000,0.0,
1998-10-05 00:00:00+00:00,9.65625,9.65625,9.40625,6.97309160232544,57000,0.0,
1998-10-06 00:00:00+00:00,9.40625,9.40625,9.1875,6.810927867889404,8800,0.0,
1998-10-07 00:00:00+00:00,9.09375,9.09375,8.1875,6.0696001052856445,97200,0.0,
1998-10-08 00:00:00+00:00,8.0,8.0,7.0625,5.6526055335998535,167000,0.0,
1998-10-09 00:00:00+00:00,7.5625,7.625,7.375,5.6526055335998535,35600,0.0,
1998-10-12 00:00:00+00:00,7.625,7.625,7.53125,5.6526055335998535,13800,0.0,
1998-10-13 00:00:00+00:00,7.5625,7.5625,6.34375,4.702780723571777,99000,0.0,
1998-10-14 00:00:00+00:00,6.28125,6.5,6.28125,4.725948810577393,28000,0.0,
1998-10-15 00:00:00+00:00,6.4375,7.5,6.3125,5.559940338134766,235600,0.0,
1998-10-16 00:00:00+00:00,7.625,8.1875,7.625,6.0696001052856445,60000,0.0,
1998-10-19 00:00:00+00:00,8.1875,8.59375,8.1875,6.30126428604126,15200,0.0,
1998-10-20 00:00:00+00:00,8.875,8.9375,8.75,6.486597537994385,55200,0.0,
1998-10-21 00:00:00+00:00,8.75,8.75,8.71875,6.486597537994385,5400,0.0,
1998-10-22 00:00:00+00:00,8.84375,8.875,8.84375,6.579259395599365,15400,0.0,
1998-10-23 00:00:00+00:00,9.0,9.1875,9.0,6.810927867889404,7400,0.0,
1998-10-26 00:00:00+00:00,9.1875,9.40625,9.1875,6.903594017028809,31800,0.0,
1998-10-27 00:00:00+00:00,9.3125,9.78125,9.3125,7.065756320953369,74800,0.0,
1998-10-28 00:00:00+00:00,9.5,9.5,9.5,7.042588233947754,1000,0.0,
1998-10-29 00:00:00+00:00,9.4375,9.625,9.4375,7.088924884796143,79400,0.0,
1998-10-30 00:00:00+00:00,9.6875,10.1875,9.6875,7.529086112976074,28000,0.0,
1998-11-02 00:00:00+00:00,10.28125,10.625,10.15625,7.830243587493896,25800,0.0,
1998-11-03 00:00:00+00:00,10.6875,10.8125,10.6875,7.92291259765625,23400,0.0,
1998-11-04 00:00:00+00:00,10.75,11.375,10.75,8.432575225830078,77800,0.0,
1998-11-05 00:00:00+00:00,11.5625,12.25,11.5,8.525237083435059,237000,0.0,
1998-11-06 00:00:00+00:00,11.5,11.5,10.3125,7.7839155197143555,61400,0.0,
1998-11-09 00:00:00+00:00,10.4375,10.9375,10.21875,8.108243942260742,41000,0.0,
1998-11-10 00:00:00+00:00,11.0625,11.46875,10.9375,8.47890853881836,46200,0.0,
1998-11-11 00:00:00+00:00,11.3125,11.3125,11.15625,8.363078117370605,19200,0.0,
1998-11-12 00:00:00+00:00,11.28125,11.28125,10.9375,8.108243942260742,14800,0.0,
1998-11-13 00:00:00+00:00,10.9375,10.96875,10.8125,8.061914443969727,16600,0.0,
1998-11-16 00:00:00+00:00,10.875,10.9375,10.71875,7.946081638336182,13800,0.0,
1998-11-17 00:00:00+00:00,10.71875,10.8125,10.625,7.92291259765625,38800,0.0,
1998-11-18 00:00:00+00:00,10.8125,11.09375,10.78125,8.200911521911621,27600,0.0,
1998-11-19 00:00:00+00:00,11.1875,12.09375,11.1875,8.895901679992676,181000,0.0,
1998-11-20 00:00:00+00:00,12.0,12.0625,11.875,8.895901679992676,137200,0.0,
1998-11-23 00:00:00+00:00,12.125,12.875,12.125,9.38239574432373,59800,0.0,
1998-11-24 00:00:00+00:00,12.5625,13.1875,12.375,9.637224197387695,139400,0.0,
1998-11-25 00:00:00+00:00,13.0625,13.4375,13.0625,9.961557388305664,38600,0.0,
1998-11-27 00:00:00+00:00,13.46875,13.5,13.25,9.822556495666504,28800,0.0,
1998-11-30 00:00:00+00:00,13.375,13.46875,13.25,9.984724044799805,73400,0.0,
1998-12-01 00:00:00+00:00,13.40625,13.5,13.21875,10.007892608642578,44400,0.0,
1998-12-02 00:00:00+00:00,13.4375,14.15625,13.4375,10.494383811950684,56600,0.0,
1998-12-03 00:00:00+00:00,14.21875,14.375,14.0,10.656548500061035,67800,0.0,
1998-12-04 00:00:00+00:00,14.3125,14.875,14.25,10.656548500061035,139000,0.0,
1998-12-07 00:00:00+00:00,14.875,15.84375,14.59375,11.305211067199709,429400,0.0,
1998-12-08 00:00:00+00:00,15.1875,15.1875,14.65625,11.027213096618652,203200,0.0,
1998-12-09 00:00:00+00:00,14.875,14.96875,14.875,11.05037784576416,33000,0.0,
1998-12-10 00:00:00+00:00,14.9375,15.0625,14.90625,11.143044471740724,211600,0.0,
1998-12-11 00:00:00+00:00,15.03125,15.03125,14.875,11.0735445022583,9200,0.0,
1998-12-14 00:00:00+00:00,14.90625,14.90625,14.0625,10.47121810913086,99200,0.0,
1998-12-15 00:00:00+00:00,14.125,14.9375,13.96875,11.027213096618652,73400,0.0,
1998-12-16 00:00:00+00:00,15.0,15.6875,15.0,11.28204345703125,240000,0.0,
1998-12-17 00:00:00+00:00,15.28125,15.3125,15.15625,11.305211067199709,61200,0.0,
1998-12-18 00:00:00+00:00,15.25,16.59375,15.0,12.139200210571287,231800,0.0,
1998-12-21 00:00:00+00:00,16.75,18.4375,16.75,12.926856994628906,286200,0.0,
1998-12-22 00:00:00+00:00,17.46875,17.75,17.375,13.019519805908203,58800,0.0,
1998-12-23 00:00:00+00:00,17.5625,17.6875,17.375,12.880526542663574,193600,0.0,
1998-12-24 00:00:00+00:00,17.5625,17.625,17.5,12.97319507598877,59800,0.0,
1998-12-28 00:00:00+00:00,17.5,17.5625,16.875,12.579357147216797,68400,0.0,
1998-12-29 00:00:00+00:00,16.84375,17.0,16.65625,12.50986099243164,278400,0.0,
1998-12-30 00:00:00+00:00,16.875,17.25,16.875,12.672027587890623,155600,0.0,
1998-12-31 00:00:00+00:00,17.15625,17.375,16.9375,12.787858963012695,71000,0.0,
1999-01-04 00:00:00+00:00,17.375,17.875,17.375,12.97319507598877,244400,0.0,
1999-01-05 00:00:00+00:00,17.4375,17.5,17.25,12.787858963012695,118400,0.0,
1999-01-06 00:00:00+00:00,17.3125,18.4375,17.1875,13.66818618774414,123800,0.0,
1999-01-07 00:00:00+00:00,18.6875,18.9375,18.3125,13.66818618774414,155400,0.0,
1999-01-08 00:00:00+00:00,18.5,18.5,18.0,13.390191078186035,102400,0.0,
1999-01-11 00:00:00+00:00,18.125,18.1875,17.53125,13.065855979919434,135600,0.0,
1999-01-12 00:00:00+00:00,17.625,17.625,16.5625,12.324528694152832,67600,0.0,
1999-01-13 00:00:00+00:00,16.375,16.84375,16.0625,12.347694396972656,134200,0.0,
1999-01-14 00:00:00+00:00,16.78125,17.0,16.75,12.417198181152344,63200,0.0,
