date,AWRE_Open,AWRE_High,AWRE_Low,AWRE_Close,AWRE_Volume,AWRE_Dividends,AWRE_Stock Splits
1996-10-31 00:00:00+00:00,12.0,12.25,12.0,5.5349836349487305,19400,0.0,
1996-11-01 00:00:00+00:00,12.0,12.25,12.0,5.5349836349487305,42400,0.0,
1996-11-04 00:00:00+00:00,12.25,12.25,11.625,5.309066295623779,42500,0.0,
1996-11-05 00:00:00+00:00,11.625,12.25,10.75,4.885470390319824,104500,0.0,
1996-11-06 00:00:00+00:00,11.0,11.0,10.25,4.8572306632995605,185800,0.0,
1996-11-07 00:00:00+00:00,10.25,11.0,9.0,4.744271755218506,290800,0.0,
1996-11-08 00:00:00+00:00,10.46875,10.625,9.75,4.518354415893555,76100,0.0,
1996-11-11 00:00:00+00:00,10.0,10.0,9.25,4.461874485015869,45000,0.0,
1996-11-12 00:00:00+00:00,10.0,10.0,9.25,4.299496650695801,104700,0.0,
1996-11-13 00:00:00+00:00,9.5,10.0,9.0,4.235957145690918,169700,0.0,
1996-11-14 00:00:00+00:00,9.375,10.0,9.0,4.4053955078125,234400,0.0,
1996-11-15 00:00:00+00:00,9.75,10.0,9.375,4.292436599731445,119000,0.0,
1996-11-18 00:00:00+00:00,9.875,9.875,9.25,4.179477214813232,23600,0.0,
1996-11-19 00:00:00+00:00,9.625,9.625,9.0,4.122998237609863,37400,0.0,
1996-11-20 00:00:00+00:00,9.25,9.375,8.5,3.8406012058258057,168100,0.0,
1996-11-21 00:00:00+00:00,8.875,10.5,8.515625,4.631313323974609,777700,0.0,
1996-11-22 00:00:00+00:00,10.5,10.5,9.5,4.574833393096924,144900,0.0,
1996-11-25 00:00:00+00:00,9.75,10.25,9.75,4.461874485015869,106100,0.0,
1996-11-26 00:00:00+00:00,9.875,10.25,9.875,4.631313323974609,56400,0.0,
1996-11-27 00:00:00+00:00,10.0,10.25,9.875,4.631313323974609,78200,0.0,
1996-11-29 00:00:00+00:00,10.0625,10.25,9.875,4.518354415893555,8400,0.0,
1996-12-02 00:00:00+00:00,10.25,10.25,9.875,4.490114688873291,41200,0.0,
1996-12-03 00:00:00+00:00,10.25,11.125,9.875,4.8572306632995605,78300,0.0,
1996-12-04 00:00:00+00:00,10.5,10.875,9.75,4.4053955078125,97300,0.0,
1996-12-05 00:00:00+00:00,10.25,10.25,9.75,4.631313323974609,41200,0.0,
1996-12-06 00:00:00+00:00,9.75,12.0,9.0,5.083148956298828,145400,0.0,
1996-12-09 00:00:00+00:00,12.0,12.25,11.25,5.478504657745361,399600,0.0,
1996-12-10 00:00:00+00:00,12.5625,13.25,12.25,5.704422473907471,412500,0.0,
1996-12-11 00:00:00+00:00,12.625,12.625,11.375,5.139627933502197,71800,0.0,
1996-12-12 00:00:00+00:00,11.75,11.75,11.375,5.139627933502197,38400,0.0,
1996-12-13 00:00:00+00:00,11.5,11.75,11.0,4.970189571380615,26000,0.0,
1996-12-16 00:00:00+00:00,11.125,11.25,9.25,4.348915576934815,79900,0.0,
1996-12-17 00:00:00+00:00,10.125,10.25,9.625,4.518354415893555,48500,0.0,
1996-12-18 00:00:00+00:00,10.0,10.0,9.0,4.066518783569336,71900,0.0,
1996-12-19 00:00:00+00:00,9.25,9.5,8.5625,3.897080659866333,154600,0.0,
1996-12-20 00:00:00+00:00,8.75,11.0,8.5,4.744271755218506,434300,0.0,
1996-12-23 00:00:00+00:00,10.5,11.0,10.0625,4.546594142913818,58600,0.0,
1996-12-24 00:00:00+00:00,10.0,10.5,10.0,4.631313323974609,79200,0.0,
1996-12-26 00:00:00+00:00,10.5,10.625,10.125,4.800751686096191,255000,0.0,
1996-12-27 00:00:00+00:00,10.625,10.875,10.375,4.744271755218506,47700,0.0,
1996-12-30 00:00:00+00:00,10.875,11.125,10.5,4.800751686096191,93900,0.0,
1996-12-31 00:00:00+00:00,11.0,11.0,10.125,4.574833393096924,63500,0.0,
1997-01-02 00:00:00+00:00,10.125,10.5,10.125,4.687792778015137,92000,0.0,
1997-01-03 00:00:00+00:00,10.375,10.625,10.125,4.744271755218506,95600,0.0,
1997-01-06 00:00:00+00:00,10.625,10.75,10.0,4.518354415893555,92000,0.0,
1997-01-07 00:00:00+00:00,10.34375,11.625,10.125,5.196107387542725,206600,0.0,
1997-01-08 00:00:00+00:00,11.375,12.0,11.375,5.139627933502197,160700,0.0,
1997-01-09 00:00:00+00:00,11.375,12.0,10.75,4.970189571380615,38100,0.0,
1997-01-10 00:00:00+00:00,11.0,11.0,10.75,4.8572306632995605,19200,0.0,
1997-01-13 00:00:00+00:00,10.875,11.25,10.5,4.744271755218506,24900,0.0,
1997-01-14 00:00:00+00:00,10.5,11.25,10.5,4.941949844360352,77900,0.0,
1997-01-15 00:00:00+00:00,10.75,11.25,10.625,4.8572306632995605,178800,0.0,
1997-01-16 00:00:00+00:00,11.125,11.125,10.625,4.913710594177246,139000,0.0,
1997-01-17 00:00:00+00:00,11.09375,12.75,10.75,5.704422473907471,343400,0.0,
1997-01-20 00:00:00+00:00,13.0,14.25,13.0,6.1562581062316895,589300,0.0,
1997-01-21 00:00:00+00:00,14.5,14.875,13.125,6.212737083435059,1011300,0.0,
1997-01-22 00:00:00+00:00,14.25,14.25,13.0,6.099778175354004,625700,0.0,
1997-01-23 00:00:00+00:00,13.625,14.0,13.5,6.1562581062316895,466000,0.0,
1997-01-24 00:00:00+00:00,13.75,14.5,13.5,6.495134353637695,354400,0.0,
1997-01-27 00:00:00+00:00,14.25,14.5,13.625,6.212737083435059,310800,0.0,
1997-01-28 00:00:00+00:00,13.875,14.5,13.75,6.212737083435059,457000,0.0,
1997-01-29 00:00:00+00:00,14.125,14.125,13.75,6.325695991516113,157100,0.0,
1997-01-30 00:00:00+00:00,13.75,14.0,13.0,5.986819267272949,245800,0.0,
1997-01-31 00:00:00+00:00,13.125,13.125,10.875,4.970189571380615,457700,0.0,
1997-02-03 00:00:00+00:00,11.25,11.25,9.75,4.687792778015137,735800,0.0,
1997-02-04 00:00:00+00:00,10.5,10.75,10.0,4.8572306632995605,216100,0.0,
1997-02-05 00:00:00+00:00,10.71875,10.71875,10.0,4.631313323974609,245200,0.0,
1997-02-06 00:00:00+00:00,10.0,10.375,9.875,4.631313323974609,282800,0.0,
1997-02-07 00:00:00+00:00,10.5,10.625,10.125,4.687792778015137,91700,0.0,
1997-02-10 00:00:00+00:00,10.125,10.5,10.125,4.574833393096924,67900,0.0,
1997-02-11 00:00:00+00:00,10.375,10.375,9.875,4.461874485015869,79400,0.0,
1997-02-12 00:00:00+00:00,10.125,10.25,10.0,4.518354415893555,182600,0.0,
1997-02-13 00:00:00+00:00,10.375,10.375,9.875,4.518354415893555,91300,0.0,
1997-02-14 00:00:00+00:00,10.0,10.125,9.75,4.518354415893555,206900,0.0,
1997-02-18 00:00:00+00:00,10.125,10.25,10.0,4.546594142913818,95400,0.0,
1997-02-19 00:00:00+00:00,10.375,12.375,10.375,5.422025203704834,1664400,0.0,
1997-02-20 00:00:00+00:00,11.75,12.0,11.375,5.196107387542725,173000,0.0,
1997-02-21 00:00:00+00:00,11.5,11.75,11.25,5.083148956298828,79000,0.0,
1997-02-24 00:00:00+00:00,11.265625,11.875,11.25,5.252586841583252,125600,0.0,
1997-02-25 00:00:00+00:00,11.875,12.0,11.375,5.139627933502197,121300,0.0,
1997-02-26 00:00:00+00:00,11.375,11.625,11.25,5.083148956298828,117800,0.0,
1997-02-27 00:00:00+00:00,11.5,11.5,11.0,4.970189571380615,44200,0.0,
1997-02-28 00:00:00+00:00,11.0,11.25,10.0,4.574833393096924,91100,0.0,
1997-03-03 00:00:00+00:00,10.25,10.25,9.75,4.461874485015869,72700,0.0,
1997-03-04 00:00:00+00:00,9.75,10.125,9.75,4.518354415893555,19700,0.0,
1997-03-05 00:00:00+00:00,10.125,10.875,10.0,4.744271755218506,87500,0.0,
1997-03-06 00:00:00+00:00,10.375,10.875,10.375,4.8572306632995605,66500,0.0,
1997-03-07 00:00:00+00:00,10.875,10.875,10.375,4.744271755218506,37100,0.0,
1997-03-10 00:00:00+00:00,10.375,10.5,9.75,4.518354415893555,83600,0.0,
1997-03-11 00:00:00+00:00,10.125,10.25,10.0,4.518354415893555,111200,0.0,
1997-03-12 00:00:00+00:00,10.0,10.125,9.625,4.461874485015869,69200,0.0,
1997-03-13 00:00:00+00:00,9.625,9.625,9.125,4.179477214813232,120700,0.0,
1997-03-14 00:00:00+00:00,9.125,9.375,8.625,4.010039329528809,106700,0.0,
1997-03-17 00:00:00+00:00,9.0,9.75,8.75,4.235957145690918,315400,0.0,
1997-03-18 00:00:00+00:00,9.625,9.625,8.875,4.010039329528809,61900,0.0,
1997-03-19 00:00:00+00:00,9.125,9.375,8.625,4.235957145690918,103600,0.0,
1997-03-20 00:00:00+00:00,9.375,11.0,9.25,4.8572306632995605,286100,0.0,
1997-03-21 00:00:00+00:00,10.875,10.875,10.375,4.8572306632995605,124300,0.0,
1997-03-24 00:00:00+00:00,10.75,10.875,10.5,4.744271755218506,130400,0.0,
1997-03-25 00:00:00+00:00,10.75,10.75,9.5,4.518354415893555,89600,0.0,
1997-03-26 00:00:00+00:00,10.0,10.0,9.5,4.461874485015869,18900,0.0,
1997-03-27 00:00:00+00:00,9.875,10.0,9.25,4.518354415893555,108200,0.0,
1997-03-31 00:00:00+00:00,10.0,10.0,9.375,4.4053955078125,56900,0.0,
1997-04-01 00:00:00+00:00,9.5,9.75,9.0,4.122998237609863,51800,0.0,
1997-04-02 00:00:00+00:00,8.875,9.25,8.5,4.010039329528809,73700,0.0,
1997-04-03 00:00:00+00:00,9.25,9.25,8.75,3.953560113906861,69500,0.0,
1997-04-04 00:00:00+00:00,8.875,12.75,8.75,5.450264930725098,1106000,0.0,
1997-04-07 00:00:00+00:00,11.75,12.125,11.125,5.393784999847412,580900,0.0,
1997-04-08 00:00:00+00:00,11.75,12.125,11.25,5.196107387542725,167600,0.0,
1997-04-09 00:00:00+00:00,11.5,11.625,11.125,5.139627933502197,57700,0.0,
1997-04-10 00:00:00+00:00,11.375,11.375,10.8125,4.913710594177246,71300,0.0,
1997-04-11 00:00:00+00:00,10.625,10.875,9.875,4.518354415893555,134700,0.0,
1997-04-14 00:00:00+00:00,10.375,10.375,9.625,4.461874485015869,156200,0.0,
1997-04-15 00:00:00+00:00,9.875,10.375,9.75,4.631313323974609,53500,0.0,
1997-04-16 00:00:00+00:00,10.25,10.25,9.625,4.518354415893555,307000,0.0,
1997-04-17 00:00:00+00:00,10.0,10.125,9.625,4.518354415893555,80400,0.0,
1997-04-18 00:00:00+00:00,10.0,11.5,10.0,4.744271755218506,165800,0.0,
1997-04-21 00:00:00+00:00,10.5,10.875,10.0,4.631313323974609,27000,0.0,
1997-04-22 00:00:00+00:00,10.0,10.5,9.375,4.4053955078125,60200,0.0,
1997-04-23 00:00:00+00:00,9.875,10.125,9.5,4.461874485015869,58200,0.0,
1997-04-24 00:00:00+00:00,10.0,10.25,9.75,4.574833393096924,36800,0.0,
1997-04-25 00:00:00+00:00,10.25,10.25,9.875,4.518354415893555,77400,0.0,
1997-04-28 00:00:00+00:00,9.875,10.25,9.875,4.461874485015869,93700,0.0,
1997-04-29 00:00:00+00:00,10.25,10.5,10.0,4.631313323974609,38500,0.0,
1997-04-30 00:00:00+00:00,10.25,10.75,10.0,4.744271755218506,67500,0.0,
1997-05-01 00:00:00+00:00,10.25,11.0,10.125,4.970189571380615,158500,0.0,
1997-05-02 00:00:00+00:00,10.875,12.375,10.859375,5.422025203704834,719700,0.0,
1997-05-05 00:00:00+00:00,12.125,13.375,11.5,5.591463565826416,478400,0.0,
1997-05-06 00:00:00+00:00,12.875,13.0,12.125,5.591463565826416,190700,0.0,
1997-05-07 00:00:00+00:00,12.375,13.125,11.125,5.591463565826416,298300,0.0,
1997-05-08 00:00:00+00:00,12.75,13.125,12.25,5.647942543029785,197300,0.0,
1997-05-09 00:00:00+00:00,12.625,13.25,12.5,5.930339336395264,281100,0.0,
1997-05-12 00:00:00+00:00,13.25,13.5,12.375,5.873860359191895,141000,0.0,
1997-05-13 00:00:00+00:00,12.875,14.125,12.375,6.07153844833374,435600,0.0,
1997-05-14 00:00:00+00:00,13.625,14.0,12.75,5.76090145111084,104000,0.0,
1997-05-15 00:00:00+00:00,12.625,13.125,12.375,5.817380905151367,112200,0.0,
1997-05-16 00:00:00+00:00,12.875,13.0,12.375,5.873860359191895,22500,0.0,
1997-05-19 00:00:00+00:00,12.5,12.625,12.0,5.5349836349487305,138800,0.0,
1997-05-20 00:00:00+00:00,12.5,12.625,11.875,5.365545749664307,172900,0.0,
1997-05-21 00:00:00+00:00,11.875,12.875,11.875,5.76090145111084,163700,0.0,
1997-05-22 00:00:00+00:00,12.5,13.5,12.375,6.099778175354004,131000,0.0,
1997-05-23 00:00:00+00:00,13.5,13.5,12.875,5.845621109008789,164700,0.0,
1997-05-27 00:00:00+00:00,13.0,13.5,12.75,6.099778175354004,155100,0.0,
1997-05-28 00:00:00+00:00,13.5,14.125,13.0,6.325695991516113,181000,0.0,
1997-05-29 00:00:00+00:00,14.0,14.125,13.5,6.269217014312744,160600,0.0,
1997-05-30 00:00:00+00:00,13.25,14.125,12.625,6.212737083435059,333700,0.0,
1997-06-02 00:00:00+00:00,13.75,14.125,13.5,6.212737083435059,165400,0.0,
1997-06-03 00:00:00+00:00,13.8125,14.0,13.5,6.212737083435059,32400,0.0,
1997-06-04 00:00:00+00:00,13.625,15.125,13.625,6.608092784881592,345600,0.0,
1997-06-05 00:00:00+00:00,14.75,15.875,14.0,7.003448963165283,423300,0.0,
1997-06-06 00:00:00+00:00,15.75,16.0,15.25,6.946969985961914,185400,0.0,
1997-06-09 00:00:00+00:00,15.5,16.75,15.375,7.455284595489502,359700,0.0,
1997-06-10 00:00:00+00:00,16.5,16.875,15.0,6.946969985961914,457600,0.0,
1997-06-11 00:00:00+00:00,15.5,16.0,15.25,7.059928894042969,335900,0.0,
1997-06-12 00:00:00+00:00,15.75,16.0,15.5,7.229366779327393,283400,0.0,
1997-06-13 00:00:00+00:00,15.625,16.375,15.625,7.201127052307129,251600,0.0,
1997-06-16 00:00:00+00:00,16.0,16.0,15.25,7.059928894042969,209400,0.0,
1997-06-17 00:00:00+00:00,16.0,16.625,15.75,7.285845756530762,298400,0.0,
1997-06-18 00:00:00+00:00,16.25,16.25,15.25,7.003448963165283,441200,0.0,
1997-06-19 00:00:00+00:00,15.75,15.75,15.375,7.116407871246338,136200,0.0,
1997-06-20 00:00:00+00:00,15.625,16.375,15.625,7.172887802124023,220100,0.0,
1997-06-23 00:00:00+00:00,16.375,16.375,14.25,6.551613807678223,288500,0.0,
1997-06-24 00:00:00+00:00,14.875,15.375,14.25,6.692812442779541,275000,0.0,
1997-06-25 00:00:00+00:00,15.0,15.625,14.625,6.721051692962647,98200,0.0,
1997-06-26 00:00:00+00:00,15.25,15.625,14.625,6.664572715759277,179400,0.0,
1997-06-27 00:00:00+00:00,15.125,15.125,13.875,6.269217014312744,162100,0.0,
1997-06-30 00:00:00+00:00,13.875,15.125,13.5,6.664572715759277,265100,0.0,
1997-07-01 00:00:00+00:00,14.75,14.75,14.25,6.495134353637695,74800,0.0,
1997-07-02 00:00:00+00:00,14.625,14.625,13.875,6.382175922393799,52100,0.0,
1997-07-03 00:00:00+00:00,14.0,14.25,14.0,6.325695991516113,6200,0.0,
1997-07-07 00:00:00+00:00,14.5,14.5,13.625,6.382175922393799,66800,0.0,
1997-07-08 00:00:00+00:00,14.25,14.25,13.25,6.1562581062316895,67000,0.0,
1997-07-09 00:00:00+00:00,13.5,14.125,12.375,5.704422473907471,155500,0.0,
1997-07-10 00:00:00+00:00,12.875,13.875,12.625,5.873860359191895,161300,0.0,
1997-07-11 00:00:00+00:00,13.25,13.75,12.75,6.212737083435059,63200,0.0,
1997-07-14 00:00:00+00:00,13.375,13.875,13.375,6.099778175354004,105800,0.0,
1997-07-15 00:00:00+00:00,13.84375,15.125,13.5,6.608092784881592,169300,0.0,
1997-07-16 00:00:00+00:00,15.0,15.0,14.375,6.551613807678223,95700,0.0,
1997-07-17 00:00:00+00:00,14.5,15.0,14.375,6.579853534698486,97100,0.0,
1997-07-18 00:00:00+00:00,14.5,14.875,13.5,6.438654899597168,48200,0.0,
1997-07-21 00:00:00+00:00,14.0,14.0,13.25,6.212737083435059,33600,0.0,
1997-07-22 00:00:00+00:00,13.875,13.875,13.125,6.1562581062316895,48500,0.0,
1997-07-23 00:00:00+00:00,12.875,13.0,11.125,5.422025203704834,635300,0.0,
1997-07-24 00:00:00+00:00,11.875,12.25,11.625,5.422025203704834,141100,0.0,
1997-07-25 00:00:00+00:00,11.75,12.125,11.25,5.111388206481934,540900,0.0,
1997-07-28 00:00:00+00:00,11.625,11.625,10.5,4.800751686096191,406400,0.0,
1997-07-29 00:00:00+00:00,10.625,11.25,10.375,4.800751686096191,278400,0.0,
1997-07-30 00:00:00+00:00,10.875,10.875,10.484375,4.828990936279297,112700,0.0,
1997-07-31 00:00:00+00:00,10.875,10.875,10.25,4.772511959075928,143200,0.0,
1997-08-01 00:00:00+00:00,10.875,10.875,10.375,4.744271755218506,256600,0.0,
1997-08-04 00:00:00+00:00,10.5,10.625,10.0,4.687792778015137,172900,0.0,
1997-08-05 00:00:00+00:00,10.34375,10.375,9.75,4.490114688873291,337800,0.0,
1997-08-06 00:00:00+00:00,9.9375,10.625,9.625,4.631313323974609,167800,0.0,
1997-08-07 00:00:00+00:00,10.375,10.5,10.0,4.631313323974609,280600,0.0,
1997-08-08 00:00:00+00:00,10.25,10.25,9.875,4.574833393096924,251600,0.0,
1997-08-11 00:00:00+00:00,10.125,10.125,9.875,4.518354415893555,161900,0.0,
1997-08-12 00:00:00+00:00,9.875,10.375,9.75,4.461874485015869,239800,0.0,
1997-08-13 00:00:00+00:00,10.25,10.25,9.8125,4.631313323974609,108500,0.0,
1997-08-14 00:00:00+00:00,10.5,11.0,10.375,4.800751686096191,235400,0.0,
1997-08-15 00:00:00+00:00,10.625,10.625,10.25,4.631313323974609,85000,0.0,
1997-08-18 00:00:00+00:00,10.5,10.5,10.0,4.631313323974609,95100,0.0,
1997-08-19 00:00:00+00:00,10.125,11.0,10.125,4.970189571380615,142600,0.0,
1997-08-20 00:00:00+00:00,11.375,13.125,11.25,5.704422473907471,557400,0.0,
1997-08-21 00:00:00+00:00,12.625,12.75,11.6875,5.478504657745361,378900,0.0,
1997-08-22 00:00:00+00:00,11.875,12.0,11.5,5.365545749664307,130800,0.0,
1997-08-25 00:00:00+00:00,11.625,12.375,11.625,5.422025203704834,104700,0.0,
1997-08-26 00:00:00+00:00,11.875,13.0,11.875,5.422025203704834,265600,0.0,
1997-08-27 00:00:00+00:00,12.25,12.5,12.0,5.450264930725098,366400,0.0,
1997-08-28 00:00:00+00:00,12.0,12.25,11.625,5.252586841583252,168300,0.0,
1997-08-29 00:00:00+00:00,11.75,12.0,11.5,5.309066295623779,74600,0.0,
1997-09-02 00:00:00+00:00,12.0,12.0,11.625,5.280826091766357,41800,0.0,
1997-09-03 00:00:00+00:00,11.6875,11.875,11.0,4.970189571380615,73900,0.0,
1997-09-04 00:00:00+00:00,10.75,11.125,10.375,4.800751686096191,279100,0.0,
1997-09-05 00:00:00+00:00,10.625,11.125,10.5,4.970189571380615,155000,0.0,
1997-09-08 00:00:00+00:00,11.125,12.375,11.0,5.591463565826416,605400,0.0,
1997-09-09 00:00:00+00:00,12.875,13.0,11.75,5.478504657745361,357900,0.0,
1997-09-10 00:00:00+00:00,12.375,12.75,12.0,5.5349836349487305,296600,0.0,
1997-09-11 00:00:00+00:00,12.25,13.875,12.25,6.099778175354004,615400,0.0,
1997-09-12 00:00:00+00:00,13.75,14.625,13.625,6.353935241699219,646300,0.0,
1997-09-15 00:00:00+00:00,14.0,14.75,13.125,6.043299198150635,541400,0.0,
1997-09-16 00:00:00+00:00,13.875,14.375,13.3125,6.382175922393799,271200,0.0,
1997-09-17 00:00:00+00:00,14.25,14.375,13.875,6.382175922393799,300100,0.0,
1997-09-18 00:00:00+00:00,14.125,14.375,14.125,6.466894626617432,163200,0.0,
1997-09-19 00:00:00+00:00,14.125,14.375,14.125,6.382175922393799,189400,0.0,
1997-09-22 00:00:00+00:00,14.25,14.75,14.125,6.551613807678223,311200,0.0,
1997-09-23 00:00:00+00:00,14.125,14.5,13.8125,6.269217014312744,113700,0.0,
1997-09-24 00:00:00+00:00,13.75,14.0,13.125,6.043299198150635,141300,0.0,
1997-09-25 00:00:00+00:00,13.25,13.75,13.25,6.043299198150635,82100,0.0,
1997-09-26 00:00:00+00:00,13.5625,13.5625,13.125,6.015058994293213,55400,0.0,
1997-09-29 00:00:00+00:00,13.3125,13.625,13.0,5.902100563049316,69500,0.0,
1997-09-30 00:00:00+00:00,13.0,13.5,12.0,5.704422473907471,216600,0.0,
1997-10-01 00:00:00+00:00,12.625,14.5,12.625,6.29745626449585,602000,0.0,
1997-10-02 00:00:00+00:00,14.0,14.0,13.625,6.184497356414795,47300,0.0,
1997-10-03 00:00:00+00:00,12.75,14.0,12.5,6.269217014312744,814400,0.0,
1997-10-06 00:00:00+00:00,13.875,14.3125,13.75,6.29745626449585,321100,0.0,
1997-10-07 00:00:00+00:00,14.03125,14.9375,14.0,6.608092784881592,467000,0.0,
1997-10-08 00:00:00+00:00,14.5,14.75,14.25,6.664572715759277,175300,0.0,
1997-10-09 00:00:00+00:00,14.625,14.625,14.25,6.523373603820801,65900,0.0,
1997-10-10 00:00:00+00:00,14.25,14.375,14.25,6.495134353637695,95900,0.0,
1997-10-13 00:00:00+00:00,14.375,14.625,14.25,6.608092784881592,87900,0.0,
1997-10-14 00:00:00+00:00,14.75,14.75,14.375,6.608092784881592,201500,0.0,
1997-10-15 00:00:00+00:00,14.375,14.625,14.25,6.466894626617432,106400,0.0,
1997-10-16 00:00:00+00:00,14.125,14.375,14.0,6.325695991516113,101700,0.0,
1997-10-17 00:00:00+00:00,13.5,14.0,13.0,6.043299198150635,119400,0.0,
1997-10-20 00:00:00+00:00,13.125,13.375,12.625,5.732662200927734,257200,0.0,
1997-10-21 00:00:00+00:00,12.875,13.125,12.625,5.873860359191895,175400,0.0,
1997-10-22 00:00:00+00:00,13.0,13.25,12.875,5.873860359191895,42400,0.0,
1997-10-23 00:00:00+00:00,12.875,13.0,12.4375,5.676182270050049,54400,0.0,
1997-10-24 00:00:00+00:00,12.75,13.0,12.25,5.563224315643311,39600,0.0,
